REEF_ID,REEF_SUB_ID,REEF_NAME,REEF_AREA,LAT_DEG,LAT_MIN,LONG_DEG,LONG_MIN,GAZ_NAME,REEF_CLASS,FULLREEF_ID,G_SECTION,A_SECTOR,SHELF,LONG_DD,LAT_DD,AIMS_REEF_NAME,
18088,S,CENTIPEDE REEF,2750,18,43.5,147,32.5,CENTIPEDE,CRESCENTIC,18088S,CN,TO,M,147.541667,-18.725,Centipede Reef,
18089,S,ANZAC REEFS (NO 2),250,18,43.5,147,53.5,ANZAC,CRESCENTIC,18089S,CN,TO,O,147.891667,-18.725,ANZAC REEFS (NO 2),
18090,S,ANZAC REEFS (NO 3),190,18,44,147,50.5,18-090,PLANAR,18090S,CN,TO,O,147.841667,-18.733333,ANZAC REEFS (NO 3),
18091,S,LYNCHS REEF,3690,18,46.5,147,42.5,LYNCH'S,REEF PATCHES,18091S,CN,TO,M,147.708333,-18.775,Lynchs Reef,
18092,S,ANZAC REEFS (NO 4),190,18,45,147,56.5,18-092,,18092S,CN,TO,,147.941667,-18.75,ANZAC REEFS (NO 4),
18093,S,ANZAC REEFS (NO 5),380,18,46.5,147,56,18-093,,18093S,CN,TO,,147.933333,-18.775,ANZAC REEFS (NO 5),
18094,S,ANZAC REEFS (NO 6),439,18,47,147,52,18-094,,18094S,CN,TO,,147.866667,-18.783333,ANZAC REEFS (NO 6),
18095,S,WHEELER REEF,190,18,48.5,147,31.5,WHEELER,PLANAR,18095S,CN,TO,M,147.525,-18.808333,Wheeler Reef,
18096,S,DAVIES REEF,1380,18,49.5,147,38.5,DAVIES,LAGOONAL,18096S,CN,TO,M,147.641667,-18.825,Davies Reef,
18097,S,18097S,20,18,48,147,59,18-097,,18097S,CN,TO,,147.983333,-18.8,18097S,
18098,S,18098S,20,18,49.5,147,58.5,18-098,,18098S,CN,TO,,147.975,-18.825,18098S,
18099,S,SAVILLE-KENT REEF,1250,18,51.5,147,53.5,18-099,CRESCENTIC,18099S,CN,TO,M,147.891667,-18.858333,Saville-Kent Reef,
18100,A,(BIG) BROADHURST REEF (NO 2),8120,18,55,147,44.5,BIG BROADHURST (A),CRESCENTIC,18100A,CN,TO,M,147.741667,-18.916667,(BIG) BROADHURST REEF (NO 2),
18100,B,(BIG) BROADHURST REEF (NO 1),120,18,52.5,147,41.5,BIG BROADHURST B,,18100B,CN,TO,M,147.691667,-18.875,(BIG) BROADHURST REEF (NO 1),
18101,S,JUDITH WRIGHT REEF,1940,18,54.5,147,57.5,18-101,CRESCENTIC,18101S,CN,TO,M,147.958333,-18.908333,JUDITH WRIGHT REEF,
18102,S,18102S,60,18,54,147,54.5,18-102,,18102S,CN,TO,,147.908333,-18.9,18102S,
18103,S,18103S,60,18,54.5,147,53.5,18-103,,18103S,CN,TO,,147.891667,-18.908333,18103S,
18104,S,18104S,60,18,54.5,147,52,18-104,,18104S,CN,TO,,147.866667,-18.908333,18104S,
18105,A,BANFIELD REEF (NORTH),380,18,55.5,147,54,18105 (A),REEF PATCHES,18105A,CN,TO,M,147.9,-18.925,BANFIELD REEF (NORTH),
18105,B,BANFIELD REEF (SOUTH),250,18,56.5,147,55,18105 (B),REEF PATCHES,18105B,CN,TO,M,147.916667,-18.941667,BANFIELD REEF (SOUTH),
18106,S,(LITTLE) BROADHURST REEF,1250,18,58,147,42,LITTLE BROADHURST,LAGOONAL,18106S,CN,TO,M,147.7,-18.966667,Little Broadhurst Reef,1
18107,S,18107S,60,18,49,148,2,18-107,,18107S,CN,TO,,148.033333,-18.816667,18107S,
18108,S,18108S,40,18,50.5,148,7,18-108,,18108S,CN,CU,,148.116667,-18.841667,18108S,
18109,S,18109S,10,18,50.5,148,3.5,18-109,,18109S,CN,TO,,148.058333,-18.841667,18109S,
18110,S,18110S,20,18,51,148,9.5,18-110,,18110S,CN,CU,,148.158333,-18.85,18110S,
18111,S,EAGLE REEF,120,18,51.5,148,4.5,EAGLE,CRESCENTIC,18111S,CN,TO,O,148.075,-18.858333,EAGLE REEF,
18112,S,VIPER REEF,190,18,52,148,8.5,VIPER,CRESCENTIC,18112S,CN,CU,O,148.141667,-18.866667,Viper Reef,
18113,S,18113S,10,18,53.5,148,11.5,18-113,,18113S,CN,CU,,148.191667,-18.891667,18113S,
18114,S,18114S,10,18,54,148,14,18-114,,18114S,CN,CU,,148.233333,-18.9,18114S,
18115,S,JUPITER REEF,190,18,55.5,148,15.5,JUPITER,CRESCENTIC,18115S,CN,CU,O,148.258333,-18.925,JUPITER REEF,
18116,S,18116S,40,18,56,148,20.5,18-116,,18116S,CN,CU,,148.341667,-18.933333,18116S,
18117,S,18117S,120,18,56.5,148,17.5,18-117,,18117S,CN,CU,,148.291667,-18.941667,18117S,
18118,S,SHRIMP REEF,750,18,57,148,5,SHRIMP,CRESCENTIC,18118S,CN,CU,M,148.083333,-18.95,Shrimp Reef,
18119,S,LION REEF(18119),60,18,57.5,148,22.5,LION (18119),,18119S,CN,CU,,148.375,-18.958333,LION REEF(18119),
18120,S,JAGUAR REEF,380,18,59,148,25.5,JAGUAR,CRESCENTIC,18120S,CN,CU,O,148.425,-18.983333,Jaguar Reef,
18121,A,HALL REEF (NORTH),,18,39,147,30,HALL A,,18121A,,,,147.5,-18.65,HALL REEF (NORTH),
18121,B,HALL REEF (SOUTH),,18,40,147,32,HALL B,,18121B,,,,147.533333,-18.666667,HALL REEF (SOUTH),
18701,A,ROCKINGHAM BAY,,18,10,146,9,ROCKINGHAM BAY,,18701A,,,,146.15,-18.166667,ROCKINGHAM BAY,
18701,B,MISSIONARY BAY,,18,15,146,11,MISSIONARY BAY,,18701B,,,,146.183333,-18.25,MISSIONARY BAY,
18702,A,HINCHINBROOK CH NORTH,,18,18,146,6,HINCHINBROOK CH NORTH,,18702A,,,,146.1,-18.3,HINCHINBROOK CH NORTH,
18702,B,HINCHINBROOK CH MID,,18,23,146,10,HINCHINBROOK CH MID,,18702B,,,,146.166667,-18.383333,HINCHINBROOK CH MID,
18702,C,HINCHINBROOK CH SOUTH,,18,29,146,12,HINCHINBROOK CH SOUTH,,18702C,,,,146.2,-18.483333,HINCHINBROOK CH SOUTH,
18703,A,EAST OF HINCHINBROOK IS,,18,24,146,23,EAST OF HINCHINBROOK IS,,18703A,,,,146.383333,-18.4,EAST OF HINCHINBROOK IS,
18703,B,ZOE BAY,,18,24,146,20,ZOE BAY,,18703B,,,,146.333333,-18.4,ZOE BAY,
18704,S,EAST OF DUNCAN,,18,9,146,35,EAST OF DUNCAN,,18704S,,,,146.583333,-18.15,EAST OF DUNCAN,
18705,S,SOUTH OF MOSS,,18,5,146,45,SOUTH OF MOSS,,18705S,,,,146.75,-18.083333,SOUTH OF MOSS,
18706,S,SOUTH OF BARNETT PATCHES,,18,7,146,55,SOUTH OF BARNETT PATCHES,,18706S,,,,146.916667,-18.116667,SOUTH OF BARNETT PATCHES,
18707,S,STH OF BRITOMONT,,18,19,146,35,STH OF BRITOMONT,,18707S,,,,146.583333,-18.316667,STH OF BRITOMONT,
18708,S,EAST OF PALM PASSAGE,,18,10,147,0,EAST OF PALM PASSAGE,,18708S,,,,147,-18.166667,EAST OF PALM PASSAGE,
18709,S,ARD TRUNK,,18,26,146,50,ARD TRUNK,,18709S,,,,146.833333,-18.433333,ARD TRUNK,
18710,S,SOUTH OF MYRMIDON,,18,21,147,25,SOUTH OF MYRMIDON,,18710S,,,,147.416667,-18.35,SOUTH OF MYRMIDON,
18711,S,ARD ARAB,,18,27,147,7,ARD ARAB,,18711S,,,,147.116667,-18.45,ARD ARAB,
18712,S,ARD   ARC,,18,29,147,27,ARD   ARC,,18712S,,,,147.45,-18.483333,ARD   ARC,
18713,S,ARD PALM ISLANDS,,18,45,146,31,ARD PALM ISLANDS,,18713S,,,,146.516667,-18.75,ARD PALM ISLANDS,
18714,S,STH OF HAVANAH ISL,,19,0,146,30,STH OF HAVANAH ISL,,18714S,,,,146.5,-19,STH OF HAVANAH ISL,
18715,S,ARD JOHN BREWER,,18,36,147,2,ARD JOHN BREWER,,18715S,,,,147.033333,-18.6,ARD JOHN BREWER,
18716,S,SW OF HELIX,,18,39,147,12,SW OF HELIX,,18716S,,,,147.2,-18.65,SW OF HELIX,
18717,S,EAST OF HELIX,,18,39,147,20,EAST OF HELIX,,18717S,,,,147.333333,-18.65,EAST OF HELIX,
18718,S,ARD SPOON,,18,42,147,30,ARD SPOON,,18718S,,,,147.5,-18.7,ARD SPOON,
18719,S,EAST OF LYNCH`S,,18,40,147,47,EAST OF LYNCH`S,,18719S,,,,147.783333,-18.666667,EAST OF LYNCH`S,
18720,S,ARD DAVIES,,18,51,147,40,ARD DAVIES,,18720S,,,,147.666667,-18.85,ARD DAVIES,
18721,S,EAGLE (18721S),,19,0,148,5,EAGLE (18721S),,18721S,,,,148.083333,-19,EAGLE (18721S),
18722,S,ARD BOWDEN,,,,,,ARD BOWDEN,,18722S,,,,,,ARD BOWDEN,
18723,S,ARD CASTOR,,19,1,148,17,ARD CASTOR,,18723S,,,,148.283333,-19.016667,ARD CASTOR,
18724,S,HAZARD BAY,,18,37,146,29,HAZARD BAY,,18724S,,,,146.483333,-18.616667,HAZARD BAY,
19001,S,BRAMBLE ROCK REEF,1,19,1,146,37.5,BRAMBLE ROCK,,19001S,CN,TO,,146.625,-19.016667,BRAMBLE ROCK REEF,
19002,S,HERALD ISLAND REEF,60,19,1.5,146,38,HERALD ISLAND,,19002S,CN,TO,I,146.633333,-19.025,HERALD ISLAND REEF,
19003,S,RATTLESNAKE ISLAND REEF,120,19,2,146,36.5,RATTLESNAKE ISLAND,,19003S,CN,TO,I,146.608333,-19.033333,RATTLESNAKE ISLAND REEF,
19004,S,LORNE REEF,1,19,2,146,35,LORNE,,19004S,CN,TO,,146.583333,-19.033333,LORNE REEF,
19005,S,PALUMA SHOALS,190,19,6,146,33.5,PALUMA SHOALS,,19005S,CN,TO,,146.558333,-19.1,PALUMA SHOALS,
19006,S,ORCHARD ROCKS REEF,1,19,6.5,146,53,ORCHARD ROCKS,,19006S,CN,TO,,146.883333,-19.108333,ORCHARD ROCKS REEF,
19007,S,BAY ROCK REEF,1,19,7,146,45.5,BAY ROCK,,19007S,CN,TO,,146.758333,-19.116667,BAY ROCK REEF,
19008,S,BURDEKIN REEF,1,19,8,146,42.5,BURDEKIN ROCK,,19008S,CN,TO,,146.708333,-19.133333,BURDEKIN REEF,
19009,A,COCKLE BAY REEF,620,19,10.5,146,49,COCKLE BAY,,19009A,CN,TO,I,146.816667,-19.175,COCKLE BAY REEF,
19009,B,MAGNETIC ISLAND REEF (NO 1),120,19,10,146,51,NELLY BAY,,19009B,CN,TO,I,146.85,-19.166667,MAGNETIC ISLAND REEF (NO 1),
19009,C,MAGNETIC ISLAND REEF (NO 2),120,19,9.5,146,52,GEOFFREY BAY,,19009C,CN,TO,I,146.866667,-19.158333,Geoffrey Bay,1
19009,D,MAGNETIC ISLAND REEF (NO 3),60,19,7.5,146,53,MAGNETIC ISLAND D,,19009D,CN,TO,I,146.883333,-19.125,MAGNETIC ISLAND REEF (NO 3),
19009,E,MAGNETIC ISLAND REEF (NO 4),60,19,7,146,53,MAGNETIC ISLAND E,,19009E,CN,TO,I,146.883333,-19.116667,MAGNETIC ISLAND REEF (NO 4),
19009,F,MAGNETIC ISLAND REEF (NO 5),120,19,6,146,51.5,MAGNETIC ISLAND F,,19009F,CN,TO,I,146.858333,-19.1,MAGNETIC ISLAND REEF (NO 5),
19009,G,MAGNETIC ISLAND REEF (NO 6),60,19,6,146,50,WHITE ROCK (19009),,19009G,CN,TO,I,146.833333,-19.1,MAGNETIC ISLAND REEF (NO 6),
19010,S,19010S,120,19,11.5,146,50.5,19-010,,19010S,CN,TO,,146.841667,-19.191667,19010S,
19011,S,MIDDLE REEF(19011),120,19,12,146,49,MIDDLE,PLANAR,19011S,CN,TO,I,146.816667,-19.2,Middle Reef,1
19012,S,VIRAGO SHOAL,120,19,13,146,47.5,VIRAGO SHOAL,,19012S,CN,TO,I,146.791667,-19.216667,VIRAGO SHOAL,
19013,S,SALAMANDER REEF,60,19,11,147,4,SALAMANDER,,19013S,CN,TO,,147.066667,-19.183333,SALAMANDER REEF,
19014,S,FOUR FOOT REEF(19014),1,19,11.5,147,3,FOUR FOOT ROCK (19014),,19014S,CN,TO,,147.05,-19.191667,FOUR FOOT REEF(19014),
19015,S,TWENTY FOOT REEF,1,19,12,147,2,TWENTY FOOT ROCK,,19015S,CN,TO,,147.033333,-19.2,TWENTY FOOT REEF,
19016,S,BRAY REEF,0,19,15,147,3.5,BRAY ISLET,,19016S,CN,TO,,147.058333,-19.25,BRAY REEF,
19017,S,BARE REEF,60,19,15.5,147,4,BARE ISLET,,19017S,CN,TO,,147.066667,-19.258333,BARE REEF,
19018,S,BALD REEF(19018),60,19,16.5,147,4,BALD ISLET (19018),,19018S,CN,TO,,147.066667,-19.275,BALD REEF(19018),
19019,S,BOWDEN REEF,940,19,2,147,56,BOWDEN,CRESCENTIC,19019S,CN,CU,M,147.933333,-19.033333,Bowden Reef,
19020,S,MORINDA SHOAL,120,19,8.5,147,38,MORINDA SHOAL,,19020S,CN,TO,,147.633333,-19.141667,MORINDA SHOAL,
19021,S,TINK SHOAL,120,19,22,147,52,TINK SHOAL,,19021S,CN,CU,,147.866667,-19.366667,TINK SHOAL,
19022,S,WILSON SHOAL,120,19,22,147,57,WILSON SHOAL,,19022S,CN,CU,,147.95,-19.366667,WILSON SHOAL,
19023,S,PAKHOI BANK,120,19,27,147,53,PAKHOI BANK,,19023S,CN,CU,,147.883333,-19.45,PAKHOI BANK,
19024,S,PRAWN REEF,1380,19,1,148,7,PRAWN,CRESCENTIC,19024S,CN,CU,M,148.116667,-19.016667,PRAWN REEF,
19025,S,CASTOR REEF,439,19,1.5,148,19.5,CASTOR,REEF PATCHES,19025S,CN,CU,M,148.325,-19.025,CASTOR REEF,
19026,S,19026S,120,19,2.5,148,27,19-026,,19026S,CN,CU,,148.45,-19.041667,19026S,
19027,S,POLLUX REEF,500,19,3,148,18.5,POLLUX,REEF PATCHES,19027S,CN,CU,M,148.308333,-19.05,POLLUX REEF,
19028,S,SHELL REEF,250,19,4,148,11,SHELL,CRESCENTIC,19028S,CN,CU,M,148.183333,-19.066667,Shell Reef,
19029,S,MID REEF(19029),620,19,4.5,148,4.5,MID,CRESCENTIC,19029S,CN,CU,M,148.075,-19.075,MID REEF(19029),
19030,S,19030S,120,19,5,148,12,19-030,,19030S,CN,CU,,148.2,-19.083333,19030S,
19031,S,CROTAN REEF,250,19,5,148,13.5,CROTON,REEF PATCHES,19031S,CN,CU,M,148.225,-19.083333,CROTAN REEF,
19032,S,19032S,190,19,6,148,14.5,19-032,,19032S,CN,CU,,148.241667,-19.1,19032S,
19033,S,19033S,60,19,6,148,16,19-033,,19033S,CN,CU,,148.266667,-19.1,19033S,
19034,S,TABIAS REEF,439,19,6,148,17,TOBIAS,CRESCENTIC,19034S,CN,CU,M,148.283333,-19.1,TABIAS REEF,
19035,S,19035S,250,19,5.5,148,27.5,19-035,,19035S,CN,CU,,148.458333,-19.091667,19035S,
19036,S,19036S,439,19,6,148,19,19-036,,19036S,CN,CU,,148.316667,-19.1,19036S,
19037,S,19037S,120,19,6.5,148,18,19-037,,19037S,CN,CU,,148.3,-19.108333,19037S,
19038,A,DINGO REEF (NO 1),2440,19,12.5,148,18,DINGO A,,19038A,CN,CU,,148.3,-19.208333,DINGO REEF (NO 1),
19038,B,DINGO REEF (NO 2),4610,19,11,148,22,DINGO B,,19038B,CN,CU,,148.366667,-19.183333,DINGO REEF (NO 2),
19038,C,DINGO REEF (NO 3),1750,19,9,148,19,DINGO C,,19038C,CN,CU,,148.316667,-19.15,DINGO REEF (NO 3),
19038,D,DINGO REEF (NO 4),690,19,6.5,148,20.5,DINGO D,,19038D,CN,CU,,148.341667,-19.108333,DINGO REEF (NO 4),
19038,E,DINGO REEF (NO 5),1060,19,7,148,23,DINGO E,,19038E,CN,CU,,148.383333,-19.116667,DINGO REEF (NO 5),
19038,F,DINGO REEF (NO 6),13829,19,7.5,148,28,DINGO F,,19038F,CN,CU,,148.466667,-19.125,DINGO REEF (NO 6),
19039,S,19039S,120,19,7.5,148,11,19-039,,19039S,CN,CU,,148.183333,-19.125,19039S,
19040,S,19040S,60,19,8,148,10.5,19-040,,19040S,CN,CU,,148.175,-19.133333,19040S,
19041,S,19041S,120,19,11.5,148,9.5,19-041,,19041S,CN,CU,,148.158333,-19.191667,19041S,
19042,S,19042S,120,19,12.5,148,5,19-042,,19042S,CN,CU,,148.083333,-19.208333,19042S,
19043,S,DARLEY REEF,8130,19,13.5,148,10,DARLEY,LAGOONAL,19043S,CN,CU,M,148.166667,-19.225,DARLEY REEF,
19044,S,FAITH REEF,380,19,17,148,21,FAITH,CRESCENTIC,19044S,CN,CU,M,148.35,-19.283333,Faith Reef,
19045,S,STANLEY REEF,5810,19,18,148,5,STANLEY,CRESCENTIC,19045S,CN,CU,M,148.083333,-19.3,Stanley Reef,
19046,S,HOPE REEF(19046),380,19,19.5,148,26,HOPE,CRESCENTIC,19046S,CN,CU,M,148.433333,-19.325,HOPE REEF(19046),
19047,S,CHARITY REEF,380,19,22,148,20,CHARITY,CRESCENTIC,19047S,CN,CU,M,148.333333,-19.366667,Charity Reef,
19048,S,OLD REEF,6130,19,23.5,148,5.5,OLD,LAGOONAL,19048S,CN,CU,M,148.091667,-19.391667,OLD REEF,
19049,S,LYNX REEF,120,19,2,148,34,LYNX,,19049S,CN,CU,,148.566667,-19.033333,LYNX REEF,
19050,S,LEOPARD REEF,500,19,5.5,148,42,LEOPARD,REEF PATCHES,19050S,CN,CU,O,148.7,-19.091667,LEOPARD REEF,
19051,S,19051S,310,19,7,148,42,19-051,REEF PATCHES,19051S,CN,CU,O,148.7,-19.116667,19051S,
19052,S,19052S,250,19,7.5,148,55,19-052,,19052S,CN,CU,,148.916667,-19.125,19052S,
19053,S,19053S,120,19,8,148,49.5,19-053,,19053S,CN,CU,,148.825,-19.133333,19053S,
19054,S,TIGER REEF,4250,19,11.5,148,32.5,TIGER,,19054S,CN,CU,,148.541667,-19.191667,TIGER REEF,
19055,S,19055S,60,19,9,148,52,19-055,,19055S,CN,CU,,148.866667,-19.15,19055S,
19056,S,19056S,120,19,10,148,56,19-056,,19056S,CN,CU,,148.933333,-19.166667,19056S,
19057,S,19057S,120,19,12,148,35.5,19-057,,19057S,CN,CU,,148.591667,-19.2,19057S,
19058,S,19058S,120,19,11.5,148,58,19-058,,19058S,CN,CU,,148.966667,-19.191667,19058S,
19059,S,19059S,120,19,11.5,148,53,19-059,,19059S,CN,CU,,148.883333,-19.191667,19059S,
19060,S,19060S,60,19,12,148,36.5,19-060,,19060S,CN,CU,,148.608333,-19.2,19060S,
19061,S,JACQUELINE REEF,620,19,13,148,54,JACQUELINE,CRESCENTIC,19061S,CN,CU,O,148.9,-19.216667,Jacqueline Reef,
19062,S,19062S,120,19,13,148,49.5,19-062,,19062S,CN,CU,,148.825,-19.216667,19062S,
19063,A,KANGAROO REEF (EAST),3060,19,15,148,37.5,KANGAROO (A),REEF PATCHES,19063A,CN,CU,M,148.625,-19.25,Kangaroo Reef East,1
19063,B,KANGAROO REEF (WEST),4690,19,15.5,148,33,KANGAROO (B),REEF PATCHES,19063B,CN,CU,M,148.55,-19.258333,Kangaroo Reef West,1
19064,S,19064S,879,19,16.5,148,59,19-064,,19064S,CN,CU,,148.983333,-19.275,19064S,
19065,S,19065S,380,19,19.5,148,38,19-065,,19065S,CN,CU,,148.633333,-19.325,19065S,
19066,S,19066S,190,19,20.5,148,38,19-066,PLANAR,19066S,CN,CU,M,148.633333,-19.341667,19066S,
19067,S,19067S,120,19,22,148,38,19-067,,19067S,CN,CU,,148.633333,-19.366667,19067S,
19068,S,19068S,1000,19,22,148,41,19-068,,19068S,CN,CU,,148.683333,-19.366667,19068S,
19069,S,19069S,120,19,20.5,149,0,19-069,,19069S,CN,CU,,149,-19.341667,19069S,
19070,S,19070S,0,19,22,148,43,19-070,,19070S,CN,CU,,148.716667,-19.366667,19070S,
19071,S,WALLABY REEF,4500,19,26,148,39,WALLABY,CRESCENTIC,19071S,CN,CU,M,148.65,-19.433333,WALLABY REEF,
19072,A,GOULD REEF (NO 1),3310,19,24,148,46.5,GOULD (A),REEF PATCHES,19072A,CN,CU,M,148.775,-19.4,GOULD REEF (NO 1),
19072,B,GOULD REEF (NO 2),4630,19,26.5,148,43,GOULD B,,19072B,CN,CU,M,148.716667,-19.441667,GOULD REEF (NO 2),
19072,C,GOULD REEF (NO 3),2500,19,31,148,44.5,GOULD C,,19072C,CN,CU,M,148.741667,-19.516667,GOULD REEF (NO 3),
19072,D,GOULD REEF (NO 4),2750,19,31,148,48,19-072,,19072D,CN,CU,M,148.8,-19.516667,GOULD REEF (NO 4),
19072,E,GOULD REEF (NO 5),2380,19,27,148,47.5,GOULD E,,19072E,CN,CU,M,148.791667,-19.45,GOULD REEF (NO 5),
19073,S,19073S,60,19,24.5,149,0,19-073,,19073S,CN,CU,,149,-19.408333,19073S,
19074,A,COBHAM REEF (NORTH),4560,19,23.5,148,52.5,COBHAM (A),REEF PATCHES,19074A,CN,CU,M,148.875,-19.391667,COBHAM REEF (NORTH),
19074,B,COBHAM REEF (SOUTH),8060,19,27,148,51.5,COBHAM B,,19074B,CN,CU,M,148.858333,-19.45,COBHAM REEF (SOUTH),
19075,S,MARTIN REEF(19075),690,19,29,148,49.5,MARTIN,LAGOONAL,19075S,CN,CU,I,148.825,-19.483333,MARTIN REEF(19075),
19076,S,SHOWERS REEF,879,19,29.5,148,54.5,SHOWERS,LAGOONAL,19076S,CN,CU,M,148.908333,-19.491667,Showers Reef,
19077,S,19077S,380,19,12.5,149,1.5,19-077,,19077S,CN,CU,,149.025,-19.208333,19077S,
19078,S,19078S,120,19,13,149,5.5,19-078,CRESCENTIC,19078S,CN,CU,O,149.091667,-19.216667,19078S,
19079,S,19079S,120,19,17,149,5.5,19-079,,19079S,CN,CU,,149.091667,-19.283333,19079S,
19080,S,19080S,60,19,17,149,4,19-080,,19080S,CN,CU,,149.066667,-19.283333,19080S,
19081,S,ELLEN REEF,250,19,18.5,149,14.5,ELLEN,,19081S,CN,CU,,149.241667,-19.308333,ELLEN REEF,
19082,S,ELIZABETH REEF,750,19,20,149,3,ELIZABETH,CRESCENTIC,19082S,CN,CU,M,149.05,-19.333333,Elizabeth Reef,
19083,S,19083S,120,19,20,149,11,19-083,,19083S,CN,CU,,149.183333,-19.333333,19083S,
19084,S,19084S,190,19,20.5,149,13,19-084,,19084S,CN,CU,,149.216667,-19.341667,19084S,
19085,S,19085S,60,19,20.5,149,9.5,19-085,,19085S,CN,CU,,149.158333,-19.341667,19085S,
19086,S,19086S,60,19,21.5,149,1,19-086,,19086S,CN,CU,,149.016667,-19.358333,19086S,
19087,S,19087S,60,19,22,149,1.5,19-087,,19087S,CN,CU,,149.025,-19.366667,19087S,
19088,S,19088S,120,19,21.5,149,5.5,19-088,,19088S,CN,CU,,149.091667,-19.358333,19088S,
19089,S,19089S,120,19,22,149,6.5,19-089,,19089S,CN,CU,,149.108333,-19.366667,19089S,
19090,S,19090S,620,19,22.5,149,4.5,19-090,,19090S,CN,CU,,149.075,-19.375,19090S,
19091,S,EULALIE REEF,120,19,20.5,149,25,EULALIE,,19091S,CN,CU,,149.416667,-19.341667,EULALIE REEF,
19092,S,19092S,380,19,22.5,149,12,19-092,,19092S,CN,CU,,149.2,-19.375,19092S,
19093,S,19093S,60,19,23.5,149,2,19-093,,19093S,CN,CU,,149.033333,-19.391667,19093S,
19094,S,19094S,120,19,26.5,149,28,19-094,,19094S,CN,WH,,149.466667,-19.441667,19094S,
19095,S,19095S,3560,19,27.5,149,13,19-095,,19095S,CN,CU,,149.216667,-19.458333,19095S,
19096,S,KENNEDY REEF,6250,19,28,149,10.5,KENNEDY,,19096S,CN,CU,,149.175,-19.466667,KENNEDY REEF,
19097,S,NET REEF,12250,19,30,149,3.5,NET,,19097S,CN,CU,,149.058333,-19.5,NET REEF,
19098,S,WANSFELL REEF,500,19,30.5,149,7,19-098,LAGOONAL,19098S,CN,CU,M,149.116667,-19.508333,Wansfell Reef,
19099,S,JOIST REEF,190,19,28,149,38.5,JOIST,,19099S,CN,WH,,149.641667,-19.466667,JOIST REEF,
19100,S,WHITE TOPPED REEF,10,19,42.5,147,45,WHITE TOPPED ROCK,,19100S,CN,CU,,147.75,-19.708333,WHITE TOPPED REEF,
19101,S,19101S,120,19,43.5,147,45.5,19-101,,19101S,CN,CU,,147.758333,-19.725,19101S,
19102,S,CAMP REEF,120,19,51.5,147,53.5,CAMP ISLET,,19102S,CN,CU,I,147.891667,-19.858333,CAMP REEF,
19103,S,HOLBOURNE ISLAND REEF,120,19,43,148,21.5,HOLBOURNE IS,FRINGING,19103S,CN,CU,I,148.358333,-19.716667,Holbourne Island,1
19104,S,NARES REEF,1,19,46,148,22,NARES ROCK,,19104S,CN,CU,,148.366667,-19.766667,NARES REEF,
19105,S,NORTH ROCK (19105),120,19,58,148,16,NORTH ROCK (19105),,19105S,CN,CU,,148.266667,-19.966667,NORTH ROCK (19105),
19106,S,MIDDLE ISLAND REEF(19106),60,19,59,148,21.5,MIDDLE ISLAND (19106),,19106S,CN,CU,,148.358333,-19.983333,MIDDLE ISLAND REEF(19106),
19107,S,SEAGULL REEF,1500,19,31.5,148,59,SEAGULL,LAGOONAL,19107S,CN,CU,M,148.983333,-19.525,SEAGULL REEF,
19108,S,19108S,250,19,32,148,53,19-108,,19108S,CN,CU,,148.883333,-19.533333,19108S,
19109,A,FAIREY REEF (NO 1),879,19,31.5,148,56.5,FAIREY (A),LAGOONAL,19109A,CN,CU,M,148.941667,-19.525,FAIREY REEF (NO 1),
19109,B,FAIREY REEF (NO 2),250,19,34,148,56,FAIREY B,,19109B,CN,CU,M,148.933333,-19.566667,FAIREY REEF (NO 2),
19109,C,FAIREY REEF (NO 3),60,19,35,148,56.5,FAIREY C,,19109C,CN,CU,M,148.941667,-19.583333,FAIREY REEF (NO 3),
19110,S,RATTRAY REEF,60,19,59.5,148,33.5,RATTRAY ISLAND,,19110S,CN,WH,,148.558333,-19.991667,RATTRAY REEF,
19111,S,19111S,60,19,31,149,13,19-111,,19111S,CN,CU,,149.216667,-19.516667,19111S,
19112,S,19112S,60,19,31.5,149,14,19-112,,19112S,CN,WH,,149.233333,-19.525,19112S,
19113,S,19113S,60,19,31.5,149,0,19-113,,19113S,CN,CU,,149,-19.525,19113S,
19114,S,19114S,250,19,32,149,2.5,19-114,,19114S,CN,CU,,149.041667,-19.533333,19114S,
19115,S,19115S,60,19,33,149,2.5,19-115,,19115S,CN,CU,,149.041667,-19.55,19115S,
19116,S,KNUCKLE REEF,2560,19,32.5,149,16.5,KNUCKLE,LAGOONAL,19116S,CN,WH,M,149.275,-19.541667,KNUCKLE REEF,
19117,S,19117S,190,19,32,149,22.5,19-117,,19117S,CN,WH,,149.375,-19.533333,19117S,
19118,S,19118S,60,19,32,149,24,19-118,,19118S,CN,WH,,149.4,-19.533333,19118S,
19119,S,19119S,120,19,33,149,23,19-119,PLANAR,19119S,CN,WH,M,149.383333,-19.55,19119S,
19120,S,OUTLIER REEF,690,19,33,149,21.5,OUBLIER,LAGOONAL,19120S,CN,WH,M,149.358333,-19.55,Oublier Reef,1
19121,S,19121S,690,19,33,149,26,19-121,,19121S,CN,WH,,149.433333,-19.55,19121S,
19122,S,19122S,250,19,35,149,15,19-122,,19122S,CN,WH,,149.25,-19.583333,19122S,
19123,S,19123S,0,19,35.5,149,14,19-123,CRESCENTIC,19123S,CN,WH,M,149.233333,-19.591667,19123S,
